page,country,rev_id,row_num,batch_num,prediction,FIPS,Name,Type,TimeFrame,Data (M),Population
Julius Gregr,Czech Republic,395521877.0,3.0,3.0,Stub,,,,,,
Edvard Gregr,Czech Republic,395526568.0,4.0,4.0,Stub,,,,,,
Miroslav Poche,Czech Republic,672862914.0,221.0,221.0,Stub,,,,,,
Vojtěch Mynář,Czech Republic,673008587.0,222.0,222.0,Stub,,,,,,
Jan Malypetr,Czech Republic,704424304.0,758.0,758.0,Stub,,,,,,
Emanuel Moravec,Czech Republic,705080136.0,840.0,840.0,Start,,,,,,
Vladimír Hučín,Czech Republic,707597623.0,1332.0,378.0,Start,,,,,,
Pavla Topolánková,Czech Republic,709676840.0,1654.0,700.0,Start,,,,,,
Josef Barák,Czech Republic,711675761.0,2013.0,105.0,Stub,,,,,,
Antonín Švehla,Czech Republic,712426548.0,2131.0,223.0,Stub,,,,,,
Jakob Marzel Sternberger,Czech Republic,713698544.0,2447.0,539.0,Stub,,,,,,
Alois Anderka,Czech Republic,714174726.0,2523.0,615.0,Stub,,,,,,
Ivan Dejmal,Czech Republic,715467197.0,2936.0,74.0,Start,,,,,,
Franz Macoun,Czech Republic,715640391.0,3007.0,145.0,Stub,,,,,,
Karel Urbánek,Czech Republic,716711851.0,3254.0,392.0,Stub,,,,,,
Vladimír Klokočka,Czech Republic,717429365.0,3462.0,600.0,Start,,,,,,
Jaromír Jermář,Czech Republic,720027362.0,4161.0,345.0,Stub,,,,,,
Artur London,Czech Republic,721736524.0,4702.0,886.0,Start,,,,,,
František Sláma (politician),Czech Republic,722937211.0,4986.0,216.0,Stub,,,,,,
Jan Kubice,Czech Republic,723151837.0,5057.0,287.0,Stub,,,,,,
Kamil Jankovský,Czech Republic,723207013.0,5074.0,304.0,Stub,,,,,,
Václav Vacek,Czech Republic,724691268.0,5496.0,726.0,Stub,,,,,,
Čestmír Císař,Czech Republic,725362978.0,5760.0,36.0,C,,,,,,
Luca Rovinalti,Czech Republic,726666131.0,6044.0,320.0,Stub,,,,,,
Kamil Krofta,Czech Republic,726762194.0,6083.0,359.0,Start,,,,,,
Milan Štěch,Czech Republic,728506208.0,6260.0,536.0,Stub,,,,,,
Antonín Janoušek,Czech Republic,729912438.0,6438.0,714.0,Stub,,,,,,
Bedřich Geminder,Czech Republic,730146355.0,6476.0,752.0,Stub,,,,,,
Karel Domin,Czech Republic,735174171.0,7146.0,468.0,Start,,,,,,
Hubert Ripka,Czech Republic,737562321.0,7455.0,777.0,Start,,,,,,
Tomáš Eduard Šilinger,Czech Republic,741588720.0,8237.0,605.0,Stub,,,,,,
Petr Janyška,Czech Republic,741798984.0,8257.0,625.0,Stub,,,,,,
Jana Juřenčáková,Czech Republic,743423675.0,8495.0,863.0,Stub,,,,,,
Jaromír Nečas,Czech Republic,744448745.0,8684.0,98.0,Stub,,,,,,
Siegfried Taub,Czech Republic,744612257.0,8754.0,168.0,Start,,,,,,
Záviš Kalandra,Czech Republic,746707985.0,9118.0,532.0,Stub,,,,,,
Alois Rašín,Czech Republic,749575931.0,9806.0,266.0,Start,,,,,,
Bedřich Reicin,Czech Republic,749945936.0,9917.0,377.0,Start,,,,,,
Bernd Richter,Czech Republic,751718674.0,10249.0,709.0,Stub,,,,,,
Kamil Kalina,Czech Republic,753045804.0,10417.0,877.0,Stub,,,,,,
Richard Sacher,Czech Republic,755428089.0,10778.0,284.0,Stub,,,,,,
Václav Fischer,Czech Republic,756317863.0,10942.0,448.0,Start,,,,,,
Božena Viková-Kunětická,Czech Republic,757336278.0,12153.0,705.0,Stub,,,,,,
Mikuláš of Hus,Czech Republic,758942647.0,13026.0,624.0,Stub,,,,,,
Gertruda Sekaninová-Čakrtová,Czech Republic,759446334.0,13117.0,715.0,GA,,,,,,
Petr Mlsna,Czech Republic,765838180.0,14467.0,157.0,Stub,,,,,,
Antonín Cyril Stojan,Czech Republic,768047769.0,15031.0,721.0,C,,,,,,
František Kubka,Czech Republic,768676716.0,15180.0,870.0,Stub,,,,,,
Josef Pfitzner,Czech Republic,773853256.0,16574.0,356.0,Start,,,,,,
Vladimír Franz,Czech Republic,774595725.0,16839.0,621.0,C,,,,,,
Jan Stocklassa,Czech Republic,776095794.0,17226.0,54.0,Stub,,,,,,
Jaroslav Krejčí,Czech Republic,776197284.0,17252.0,80.0,Start,,,,,,
Libuše Benešová,Czech Republic,776338134.0,17292.0,120.0,Stub,,,,,,
Daniela Filipiová,Czech Republic,776338195.0,17293.0,121.0,Start,,,,,,
Moses Porges von Portheim,Czech Republic,776487173.0,17336.0,164.0,Start,,,,,,
Jan Kasl,Czech Republic,776508129.0,17344.0,172.0,Start,,,,,,
Jiří Kittner,Czech Republic,776509425.0,17345.0,173.0,Stub,,,,,,
Miloslav Vlček,Czech Republic,776513404.0,17348.0,176.0,Stub,,,,,,
Ivo Svoboda (politician),Czech Republic,776513552.0,17349.0,177.0,Start,,,,,,
Hana Orgoníková,Czech Republic,776513802.0,17350.0,178.0,Stub,,,,,,
Pavel Dostál,Czech Republic,776514175.0,17351.0,179.0,Start,,,,,,
Jiří Lobkowicz,Czech Republic,776751749.0,17406.0,234.0,Stub,,,,,,
Bohuslav Kokotek,Czech Republic,777876483.0,17860.0,688.0,Stub,,,,,,
Alena Hanáková,Czech Republic,778095433.0,17906.0,734.0,Stub,,,,,,
Irena Kočí,Czech Republic,779417455.0,18404.0,278.0,Stub,,,,,,
Martin Netolický,Czech Republic,779417738.0,18405.0,279.0,Stub,,,,,,
David Rath,Czech Republic,779418369.0,18406.0,280.0,Start,,,,,,
Eva Nováková,Czech Republic,779498276.0,18542.0,416.0,Stub,,,,,,
Vojtěch Adam,Czech Republic,779500408.0,18543.0,417.0,Stub,,,,,,
Vlastimil Balín,Czech Republic,779500749.0,18544.0,418.0,Stub,,,,,,
Jiří Dolejš,Czech Republic,779500957.0,18545.0,419.0,Stub,,,,,,
Zuzka Bebarová-Rujbrová,Czech Republic,779501010.0,18546.0,420.0,Stub,,,,,,
Marie Stiborová,Czech Republic,779501096.0,18547.0,421.0,Start,,,,,,
Jiří Svoboda (politician),Czech Republic,779501161.0,18548.0,422.0,Stub,,,,,,
Miloslava Vostrá,Czech Republic,779501194.0,18549.0,423.0,Stub,,,,,,
Jiří Čeřovský,Czech Republic,779501654.0,18550.0,424.0,Stub,,,,,,
Jan Korger,Czech Republic,779501783.0,18551.0,425.0,Stub,,,,,,
Kateřina Jacques,Czech Republic,779581127.0,18618.0,492.0,C,,,,,,
Tomáš Chalupa,Czech Republic,779839245.0,18716.0,590.0,Stub,,,,,,
Pavel Blažek,Czech Republic,779839319.0,18717.0,591.0,Stub,,,,,,
Aleš Řebíček,Czech Republic,779839400.0,18718.0,592.0,Stub,,,,,,
Ivan Langer,Czech Republic,779839455.0,18719.0,593.0,Start,,,,,,
Jan Stráský,Czech Republic,779839492.0,18720.0,594.0,Start,,,,,,
Jan Chvojka,Czech Republic,779842639.0,18725.0,599.0,Stub,,,,,,
Marie Benešová,Czech Republic,779847262.0,18729.0,603.0,Stub,,,,,,
Juraj Chmiel,Czech Republic,779847492.0,18730.0,604.0,Stub,,,,,,
Daniela Kovářová,Czech Republic,779847531.0,18731.0,605.0,Stub,,,,,,
Rostislav Vondruška,Czech Republic,779847687.0,18732.0,606.0,Stub,,,,,,
Martin Štěpánek (actor),Czech Republic,779847799.0,18733.0,607.0,Start,,,,,,
Helena Třeštíková,Czech Republic,779847837.0,18734.0,608.0,Stub,,,,,,
Milena Vicenová,Czech Republic,779847883.0,18735.0,609.0,Stub,,,,,,
Jaroslav Bašta,Czech Republic,779848743.0,18736.0,610.0,Stub,,,,,,
Josef Lux,Czech Republic,779849059.0,18737.0,611.0,Stub,,,,,,
Miroslav Macek,Czech Republic,779849258.0,18738.0,612.0,Stub,,,,,,
Ladislav Miko,Czech Republic,779849694.0,18739.0,613.0,Stub,,,,,,
Džamila Stehlíková,Czech Republic,779849767.0,18740.0,614.0,Stub,,,,,,
Jozef Moravčík,Czech Republic,780051829.0,18816.0,690.0,Stub,,,,,,
Milan Uhde,Czech Republic,780321961.0,18883.0,757.0,Stub,,,,,,
František Pitra,Czech Republic,780534080.0,18936.0,810.0,Stub,,,,,,
Oldřich Černík,Czech Republic,780534267.0,18938.0,812.0,Stub,,,,,,
Otakar Motejl,Czech Republic,780868492.0,19037.0,911.0,Start,,,,,,
Ludwig Czech,Czech Republic,780887131.0,19039.0,913.0,Stub,,,,,,
Rudolf Beran,Czech Republic,780921783.0,19047.0,921.0,Start,,,,,,
Victor Adler,Czech Republic,782058966.0,19386.0,306.0,Start,,,,,,
Emil Beier,Czech Republic,782384016.0,19522.0,442.0,Stub,,,,,,
Bruno Kafka,Czech Republic,783065752.0,19810.0,730.0,Stub,,,,,,
Lucie Talmanová,Czech Republic,783711789.0,20199.0,165.0,Start,,,,,,
Martin Mejstřík,Czech Republic,783737915.0,20211.0,177.0,Stub,,,,,,
Vlastimil Tusar,Czech Republic,784145485.0,20406.0,372.0,Start,,,,,,
Petr Bendl,Czech Republic,784826685.0,20702.0,668.0,Start,,,,,,
Petr Gandalovič,Czech Republic,784826720.0,20703.0,669.0,Start,,,,,,
Tomáš Vandas,Czech Republic,784968648.0,20759.0,725.0,Start,,,,,,
Robert Mayr-Harting,Czech Republic,785085345.0,20814.0,780.0,Stub,,,,,,
Karel Havlíček Borovský,Czech Republic,785407597.0,20970.0,936.0,C,,,,,,
Jan Černý,Czech Republic,786162238.0,21300.0,312.0,Start,,,,,,
Josef Frank (politician),Czech Republic,786399604.0,21401.0,413.0,Stub,,,,,,
Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217.0,21498.0,510.0,Start,,,,,,
Luboš Dobrovský,Czech Republic,787952395.0,22523.0,581.0,Stub,,,,,,
Bedřich Moldan,Czech Republic,787952868.0,22526.0,584.0,Stub,,,,,,
Martin Palouš,Czech Republic,788015952.0,22642.0,700.0,Start,,,,,,
Hermann Zwierzina,Czech Republic,788121309.0,22760.0,818.0,Stub,,,,,,
Eduard Zeman,Czech Republic,788178766.0,22840.0,898.0,Stub,,,,,,
Richard Bienert,Czech Republic,788410657.0,23092.0,196.0,Start,,,,,,
Václav Hampl,Czech Republic,789102318.0,25647.0,843.0,Start,,,,,,
Miroslav Grebeníček,Czech Republic,789546047.0,27353.0,641.0,Stub,,,,,,
Vlasta Štěpová,Czech Republic,789546066.0,27354.0,642.0,Stub,,,,,,
Egon Lánský,Czech Republic,789546079.0,27355.0,643.0,Start,,,,,,
Antonín Prachař,Czech Republic,789546102.0,27356.0,644.0,Stub,,,,,,
Milan Horálek,Czech Republic,789546147.0,27357.0,645.0,Stub,,,,,,
Antonín Novotný,Czech Republic,790372008.0,28525.0,859.0,C,,,,,,
Zuzana Brzobohatá,Czech Republic,790608148.0,28717.0,97.0,Stub,,,,,,
Alena Palečková,Czech Republic,790608180.0,28718.0,98.0,Stub,,,,,,
Zuzana Roithová,Czech Republic,790608186.0,28719.0,99.0,Start,,,,,,
"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510.0,28893.0,273.0,Stub,,,,,,
Martin Jahn,Czech Republic,791374581.0,29290.0,670.0,Start,,,,,,
Pavel Rychetský,Czech Republic,792417439.0,29992.0,418.0,Stub,,,,,,
Gustáv Slamečka,Czech Republic,792476721.0,30016.0,442.0,Start,,,,,,
Edvard Kožušník,Czech Republic,793087579.0,30329.0,755.0,Stub,,,,,,
Jan Masaryk,Czech Republic,793642926.0,30790.0,262.0,C,,,,,,
Jan Koukal,Czech Republic,794146543.0,31113.0,585.0,Stub,,,,,,
Pavel Bém,Czech Republic,794995687.0,31775.0,293.0,Start,,,,,,
"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385.0,31840.0,358.0,C,,,,,,
Vít Bárta,Czech Republic,795377941.0,32013.0,531.0,Stub,,,,,,
Karl Kautsky,Czech Republic,795807571.0,32373.0,891.0,C,,,,,,
Karl von Czyhlarz,Czech Republic,795809115.0,32374.0,892.0,Stub,,,,,,
Václav Fresl,Czech Republic,796253432.0,32732.0,296.0,Stub,,,,,,
Josef Václav Frič,Czech Republic,796403608.0,32867.0,431.0,Start,,,,,,
Tomáš Zdechovský,Czech Republic,796749458.0,33166.0,730.0,C,,,,,,
Andrea Češková,Czech Republic,796751775.0,33169.0,733.0,Stub,,,,,,
Dana Kuchtová,Czech Republic,796752629.0,33171.0,735.0,Stub,,,,,,
Rudolf Margolius,Czech Republic,796825099.0,33208.0,772.0,C,,,,,,
František Ladislav Rieger,Czech Republic,797539957.0,33896.0,506.0,C,,,,,,
Petr Mach,Czech Republic,797842545.0,34223.0,833.0,Start,,,,,,
Jaroslava Moserová,Czech Republic,798490261.0,34818.0,474.0,Start,,,,,,
Vávra Suk,Czech Republic,798648973.0,35037.0,693.0,Stub,,,,,,
Vojtěch Náprstek,Czech Republic,798686948.0,35059.0,715.0,C,,,,,,
Lubomír Štrougal,Czech Republic,798705619.0,35074.0,730.0,Start,,,,,,
Jan Krejčí,Czech Republic,798796793.0,35141.0,797.0,B,,,,,,
Radek John,Czech Republic,798944631.0,35328.0,30.0,Stub,,,,,,
Jan Jesenius,Czech Republic,799301686.0,35709.0,411.0,C,,,,,,
Josef Ježek,Czech Republic,800555146.0,37192.0,940.0,Start,,,,,,
Jana Bobošíková,Czech Republic,800754664.0,37421.0,215.0,Start,,,,,,
Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412.0,37540.0,334.0,Start,,,,,,
Viktor Dyk,Czech Republic,800925236.0,37589.0,383.0,C,,,,,,
Alois Jirásek,Czech Republic,800925518.0,37590.0,384.0,C,,,,,,
"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668.0,38916.0,756.0,Start,,,,,,
Adriana Krnáčová,Czech Republic,801972898.0,38948.0,788.0,Start,,,,,,
Ondřej Liška,Czech Republic,802013967.0,38987.0,827.0,Stub,,,,,,
Marcel Chládek,Czech Republic,802054500.0,39026.0,866.0,Stub,,,,,,
Miroslava Kopicová,Czech Republic,802055280.0,39027.0,867.0,Stub,,,,,,
Milan Chovanec,Czech Republic,802060218.0,39028.0,868.0,Stub,,,,,,
František Bublan,Czech Republic,802060471.0,39029.0,869.0,Stub,,,,,,
Jiří Dienstbier Jr.,Czech Republic,802069244.0,39034.0,874.0,C,,,,,,
Táňa Fischerová,Czech Republic,802360196.0,39293.0,179.0,C,,,,,,
Václav Jehlička,Czech Republic,802365998.0,39298.0,184.0,Stub,,,,,,
Viliam Široký,Czech Republic,802416926.0,39350.0,236.0,Stub,,,,,,
Miroslav Lidinský,Czech Republic,802531379.0,39605.0,491.0,Start,,,,,,
Petr Cibulka,Czech Republic,802834939.0,39960.0,846.0,Start,,,,,,
Anna Šabatová,Czech Republic,802875800.0,40025.0,911.0,Stub,,,,,,
Adolph Aloys von Braun,Czech Republic,803332354.0,40444.0,376.0,C,,,,,,
Dana Bérová,Czech Republic,803438779.0,40547.0,479.0,Stub,,,,,,
František Palacký,Czech Republic,803658529.0,40755.0,687.0,C,,,,,,
Miroslav Kostelka,Czech Republic,803709959.0,40800.0,732.0,Stub,,,,,,
Martin Barták,Czech Republic,803793256.0,40911.0,843.0,Stub,,,,,,
Karolína Peake,Czech Republic,803794383.0,40913.0,845.0,Start,,,,,,
Petr Ježek,Czech Republic,803983301.0,41168.0,146.0,Start,,,,,,
František Udržal,Czech Republic,804093764.0,41299.0,277.0,Stub,,,,,,
Václav Havel,Czech Republic,804569724.0,41899.0,877.0,C,,,,,,
Pavel Fischer,Czech Republic,804582256.0,41915.0,893.0,Stub,,,,,,
Eva Tylová,Czech Republic,804591494.0,41930.0,908.0,Stub,,,,,,
Dana Jurásková,Czech Republic,804715205.0,42045.0,69.0,Stub,,,,,,
Svatopluk Němeček,Czech Republic,804715467.0,42046.0,70.0,Stub,,,,,,
Richard Brabec,Czech Republic,804820949.0,42167.0,191.0,Stub,,,,,,
Jan Fischer (politician),Czech Republic,804868436.0,42218.0,242.0,C,,,,,,
Martin Pecina,Czech Republic,804869147.0,42220.0,244.0,Stub,,,,,,
Vlasta Parkanová,Czech Republic,804871394.0,42226.0,250.0,Stub,,,,,,
Martin Bursík,Czech Republic,804879673.0,42235.0,259.0,Start,,,,,,
Lubomír Zaorálek,Czech Republic,805037426.0,42567.0,591.0,Start,,,,,,
Radola Gajda,Czech Republic,805084705.0,42627.0,651.0,C,,,,,,
Karel Schwarzenberg,Czech Republic,805176779.0,42766.0,790.0,C,,,,,,
Vlasta Svobodová,Czech Republic,805179298.0,42770.0,794.0,Stub,,,,,,
Ondřej Přikryl,Czech Republic,805352758.0,43014.0,84.0,Start,,,,,,
Milada Horáková,Czech Republic,805439919.0,43141.0,211.0,C,,,,,,
Martin Holcát,Czech Republic,805824502.0,43730.0,800.0,Stub,,,,,,
Alena Dernerová,Czech Republic,805946007.0,43917.0,33.0,Stub,,,,,,
Marian Jurečka,Czech Republic,806049453.0,44065.0,181.0,Stub,,,,,,
Pavel Bělobrádek,Czech Republic,806085100.0,44114.0,230.0,Stub,,,,,,
Dan Ťok,Czech Republic,806231200.0,44356.0,472.0,Stub,,,,,,
Jiří Dienstbier,Czech Republic,806490518.0,44781.0,897.0,Stub,,,,,,
Rudolf Slánský,Czech Republic,806504904.0,44818.0,934.0,C,,,,,,
Alexandr Vondra,Czech Republic,806537585.0,44865.0,27.0,C,,,,,,
Jaroslav Šedivý,Czech Republic,806538241.0,44868.0,30.0,Stub,,,,,,
Cyril Svoboda,Czech Republic,806538320.0,44869.0,31.0,C,,,,,,
Jan Kohout,Czech Republic,806539480.0,44872.0,34.0,Stub,,,,,,
Miloš Vystrčil,Czech Republic,806558617.0,44913.0,75.0,Stub,,,,,,
Alois Eliáš,Czech Republic,806566913.0,44924.0,86.0,C,,,,,,
Jan Skopeček (politician),Czech Republic,806569308.0,44931.0,93.0,Stub,,,,,,
Miloslav Ludvík,Czech Republic,806586185.0,44950.0,112.0,Stub,,,,,,
Martin Kupka,Czech Republic,806636602.0,45011.0,173.0,Stub,,,,,,
Matěj Stropnický,Czech Republic,806650264.0,45063.0,225.0,Stub,,,,,,
Petr Šimerka,Czech Republic,806669645.0,45096.0,258.0,Stub,,,,,,
Jaromír Drábek,Czech Republic,806669709.0,45097.0,259.0,Stub,,,,,,
Ludmila Müllerová,Czech Republic,806669752.0,45098.0,260.0,Stub,,,,,,
Jan Veleba (politician),Czech Republic,806672899.0,45104.0,266.0,Stub,,,,,,
František Ringo Čech,Czech Republic,806673245.0,45105.0,267.0,Stub,,,,,,
Michaela Marksová,Czech Republic,806673585.0,45108.0,270.0,Stub,,,,,,
Robert Pelikán,Czech Republic,806708361.0,45162.0,324.0,Stub,,,,,,
Karla Šlechtová,Czech Republic,806708532.0,45163.0,325.0,Stub,,,,,,
Stanislav Gross,Czech Republic,806720477.0,45181.0,343.0,C,,,,,,
Martin Stropnický,Czech Republic,806729653.0,45195.0,357.0,Stub,,,,,,
Leoš Heger,Czech Republic,806751902.0,45240.0,402.0,Stub,,,,,,
Bohuslav Svoboda,Czech Republic,806850638.0,45443.0,605.0,Stub,,,,,,
Miroslava Němcová,Czech Republic,806876791.0,45497.0,659.0,Stub,,,,,,
Zbyněk Stanjura,Czech Republic,806900987.0,45534.0,696.0,Stub,,,,,,
Drahomíra Miklošová,Czech Republic,806988445.0,45638.0,800.0,Stub,,,,,,
Václav Klaus Jr.,Czech Republic,806991412.0,45641.0,803.0,C,,,,,,
Dominik Feri,Czech Republic,807058182.0,45741.0,903.0,Start,,,,,,
Alexandra Udženija,Czech Republic,807102237.0,45811.0,19.0,Stub,,,,,,
Ivan Pilný,Czech Republic,807333095.0,46277.0,485.0,Stub,,,,,,
Marta Semelová,Czech Republic,807334610.0,46283.0,491.0,Stub,,,,,,
Daniel Herman,Czech Republic,807334657.0,46285.0,493.0,Start,,,,,,
Jan Hamáček,Czech Republic,807353609.0,46324.0,532.0,Stub,,,,,,
Michal Horáček,Czech Republic,807358143.0,46345.0,553.0,C,,,,,,
Václav Klaus,Czech Republic,807382193.0,46395.0,603.0,C,,,,,,
Martin Kuba,Czech Republic,807394304.0,46426.0,634.0,Stub,,,,,,
Martin Říman,Czech Republic,807394725.0,46428.0,636.0,Stub,,,,,,
Kateřina Valachová,Czech Republic,807399097.0,46443.0,651.0,Stub,,,,,,
Vladimír Tošovský,Czech Republic,807415625.0,46493.0,701.0,Stub,,,,,,
Pavel Svoboda,Czech Republic,807416099.0,46494.0,702.0,Start,,,,,,
Petr Fiala,Czech Republic,807420515.0,46506.0,714.0,Start,,,,,,
Vladimír Špidla,Czech Republic,807462107.0,46639.0,847.0,C,,,,,,
Timoteo Menéndez,Salvadoran,566504165.0,31.0,31.0,Stub,,,,,,
Joaquín Escolán y Balibrera,Salvadoran,679294949.0,264.0,264.0,Stub,,,,,,
Fermín Palacios,Salvadoran,705353491.0,915.0,915.0,Stub,,,,,,
Eugenio Aguilar,Salvadoran,705353565.0,916.0,916.0,Stub,,,,,,
Tomás Medina,Salvadoran,705353584.0,917.0,917.0,Stub,,,,,,
Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647.0,918.0,918.0,Stub,,,,,,
Vicente Gómez,Salvadoran,705353678.0,919.0,919.0,Stub,,,,,,
Lorenzo Zepeda,Salvadoran,705353843.0,920.0,920.0,Stub,,,,,,
José María Peralta,Salvadoran,705353896.0,921.0,921.0,Stub,,,,,,
Francisco Menéndez,Salvadoran,705353975.0,922.0,922.0,Stub,,,,,,
Pedro José Escalón,Salvadoran,705354095.0,923.0,923.0,Stub,,,,,,
Fernando Figueroa,Salvadoran,705354112.0,924.0,924.0,Stub,,,,,,
Carlos Meléndez (politician),Salvadoran,705354212.0,925.0,925.0,Stub,,,,,,
Fabio Castillo Figueroa,Salvadoran,705385310.0,942.0,942.0,Stub,,,,,,
Ricardo Montenegro,Salvadoran,706769596.0,1167.0,213.0,Stub,,,,,,
Rafael Campo,Salvadoran,707399758.0,1300.0,346.0,Start,,,,,,
Miguel Santín del Castillo,Salvadoran,707400213.0,1301.0,347.0,Stub,,,,,,
Osmín Aguirre y Salinas,Salvadoran,707403482.0,1302.0,348.0,Stub,,,,,,
Eusebio Rodolfo Cordón Cea,Salvadoran,707404888.0,1303.0,349.0,Stub,,,,,,
Juan José Guzmán,Salvadoran,707519272.0,1318.0,364.0,Stub,,,,,,
Juan José Cañas,Salvadoran,708089470.0,1395.0,441.0,Stub,,,,,,
José Gregorio Salazar,Salvadoran,710543364.0,1821.0,867.0,Start,,,,,,
Diego Vigil Cocaña,Salvadoran,710555824.0,1827.0,873.0,Start,,,,,,
Nicolás Espinoza,Salvadoran,710578840.0,1830.0,876.0,Start,,,,,,
Pedro Barriere,Salvadoran,710677703.0,1860.0,906.0,Start,,,,,,
Joaquín de San Martín,Salvadoran,710828020.0,1884.0,930.0,Start,,,,,,
José Félix Quirós,Salvadoran,714256648.0,2550.0,642.0,Stub,,,,,,
Edgardo Carlos Suárez Mallagray,Salvadoran,717903674.0,3638.0,776.0,Stub,,,,,,
Aníbal Portillo,Salvadoran,720419598.0,4307.0,491.0,Stub,,,,,,
José Francisco Valiente,Salvadoran,720478176.0,4323.0,507.0,Stub,,,,,,
Diego de Holguín,Salvadoran,720623176.0,4361.0,545.0,Stub,,,,,,
Sigfrido Reyes Morales,Salvadoran,720633452.0,4362.0,546.0,Start,,,,,,
Manuel Enrique Araujo,Salvadoran,723277343.0,5092.0,322.0,Start,,,,,,
Joaquín Eufrasio Guzmán,Salvadoran,730854147.0,6569.0,845.0,Stub,,,,,,
Francisco Malespín,Salvadoran,730864227.0,6571.0,847.0,Stub,,,,,,
Rodrigo Ávila,Salvadoran,733791467.0,6965.0,287.0,Start,,,,,,
Mario Aguiñada Carranza,Salvadoran,736491718.0,7264.0,586.0,Start,,,,,,
David Rodríguez Rivera,Salvadoran,738362225.0,7761.0,129.0,Start,,,,,,
Carlos Ezeta,Salvadoran,741190933.0,8187.0,555.0,Stub,,,,,,
Andrés Ignacio Menéndez,Salvadoran,742279612.0,8353.0,721.0,Stub,,,,,,
Gerardo Barrios,Salvadoran,743252984.0,8478.0,846.0,Start,,,,,,
Rubén Zamora,Salvadoran,748418081.0,9464.0,878.0,Start,,,,,,
Antonio José Cañas,Salvadoran,749973666.0,9950.0,410.0,Start,,,,,,
José Atilio Benítez Parada,Salvadoran,749976455.0,9952.0,412.0,Stub,,,,,,
Violeta Menjívar,Salvadoran,757618572.0,12624.0,222.0,Start,,,,,,
Santiago González (politician),Salvadoran,757977772.0,12894.0,492.0,Stub,,,,,,
Rosa Amelia Guzmán,Salvadoran,758287489.0,12930.0,528.0,Start,,,,,,
Gloria Salguero Gross,Salvadoran,758288293.0,12932.0,530.0,C,,,,,,
David Joaquín Guzmán,Salvadoran,765528693.0,14421.0,111.0,Start,,,,,,
Francisco Gómez (El Salvador President),Salvadoran,766757526.0,14698.0,388.0,Start,,,,,,
Francisco Dueñas,Salvadoran,769575358.0,15447.0,183.0,Stub,,,,,,
Rafael Zaldívar,Salvadoran,770682721.0,15676.0,412.0,Start,,,,,,
Óscar Ortiz (El Salvador),Salvadoran,774857245.0,16915.0,697.0,Stub,,,,,,
José Damián Villacorta,Salvadoran,777601256.0,17718.0,546.0,Start,,,,,,
José Escolástico Marín,Salvadoran,777602660.0,17720.0,548.0,Stub,,,,,,
José María Cornejo,Salvadoran,777612972.0,17734.0,562.0,Start,,,,,,
José María Peralta Lagos,Salvadoran,777613551.0,17735.0,563.0,Stub,,,,,,
José María San Martín,Salvadoran,777613737.0,17736.0,564.0,Start,,,,,,
José María Silva,Salvadoran,777613786.0,17737.0,565.0,Start,,,,,,
Juan Manuel Rodríguez,Salvadoran,777685186.0,17786.0,614.0,Start,,,,,,
Juan Vicente Villacorta Díaz,Salvadoran,777698313.0,17794.0,622.0,Start,,,,,,
Juan José Daboub,Salvadoran,778564487.0,18048.0,876.0,C,,,,,,
José Arturo Vásquez Machado,Salvadoran,779894617.0,18751.0,625.0,Stub,,,,,,
Andrés del Valle,Salvadoran,779931580.0,18763.0,637.0,Start,,,,,,
Lilian Mercedes Letona,Salvadoran,780552804.0,18954.0,828.0,Start,,,,,,
Carlos Quintanilla Schmidt,Salvadoran,780701356.0,19000.0,874.0,Stub,,,,,,
Enrique Álvarez Córdova,Salvadoran,781102914.0,19102.0,22.0,Stub,,,,,,
Arturo Araujo,Salvadoran,782520448.0,19577.0,497.0,Stub,,,,,,
Rubén Alonso Rosales,Salvadoran,782652818.0,19653.0,573.0,Start,,,,,,
Mariano Prado,Salvadoran,783472679.0,20057.0,23.0,Start,,,,,,
Pío Romero Bosque,Salvadoran,784506431.0,20525.0,491.0,Stub,,,,,,
Alfonso Quiñónez Molina,Salvadoran,785229840.0,20889.0,855.0,Stub,,,,,,
Jorge Meléndez,Salvadoran,786063735.0,21242.0,254.0,Stub,,,,,,
Carmen Elena Figueroa,Salvadoran,786068145.0,21254.0,266.0,Stub,,,,,,
Felipe Codallos,Salvadoran,786492357.0,21445.0,457.0,Stub,,,,,,
Tomás Regalado (Salvadoran politician),Salvadoran,786492366.0,21446.0,458.0,Stub,,,,,,
Doroteo Vasconcelos,Salvadoran,788264133.0,22949.0,53.0,GA,,,,,,
Alfredo Cristiani,Salvadoran,788447923.0,23137.0,241.0,C,,,,,,
Óscar Osorio,Salvadoran,791821555.0,29574.0,0.0,Start,,,,,,
Lourdes Rodríguez de Flores,Salvadoran,791907279.0,29681.0,107.0,Stub,,,,,,
Álvaro Magaña,Salvadoran,791907345.0,29682.0,108.0,Stub,,,,,,
Salvador Castaneda Castro,Salvadoran,791911972.0,29686.0,112.0,B,,,,,,
Julio Adalberto Rivera Carballo,Salvadoran,792385744.0,29956.0,382.0,Start,,,,,,
